lesson_id,project,summary,pi_found,runbook_found,instructions_found,pi_candidate,note
L283,dm-signal,DeteriorationReplacementFilterBlock等がFoFパイプラインでsnapshot参照する場合、year_month = target_date - 1monthの固定ルール。当月snapshotは参照しない。s,FOUND,FOUND,FOUND,no,
L282,dm-signal,pairwise相関mean 0.610/median 0.623/p90 0.814。3層依存構造: (1)同一ファミリーρ≈0.85-0.99 (2)四神ρ≈0.3-0.7 (3)FoF→L1線形結合。全91PFでスピアマンρ等を計算す,FOUND,FOUND,FOUND,no,
L281,dm-signal,DM-Signal active 91PFにはTQQQ/TECL/SPXL/TMF等3xレバレッジETF含む。月次リターン尖度5-8(正規=3)。正規尤度ベイズ、SupF検定等は系統的にリスクを過小評価。対策: t分布尤度(自由度5-10),FOUND,FOUND,FOUND,no,
L280,dm-signal,投資UIの語彙は行動に直結。recommend→candidateの語彙選択がwhipsaw抑制の生命線。遅行指標ベースのアクション提案は単月閾値ではなく連続月数条件にしないとwhipsaw誘発。Progressive Disclosure,FOUND,FOUND,FOUND,no,
L279,dm-signal,newey_west_var_of_mean()のlag=max(1;floor(4*(n/100)^(2/9)))でn=6ではlag=1。6サンプルでの自己相関推定は不正確。P6を入替トリガーに単独使用すると偽陽性リスクが高い。P12/P,MISSING,FOUND,FOUND,no,
L278,dm-signal,deterioration monitor UI/API label(GOOD/EARLY_WARNING等)をそのまま売買ルールのsix-stage severityと見なすと仕様文と衝突。戦略用thresholdはUI表示名と分離したo,FOUND,FOUND,FOUND,no,
L277,dm-signal,Deterioration Monitorのhistory UIは、batchがcurrent monthしかUPSERTしない状態ではhistory APIが1点返却に退化。FE/APIのmonths defaultが6のままでは12ヶ月,FOUND,FOUND,FOUND,yes,
L276,dm-signal,Chrome/Edgeが通常起動中でもremote-debugging-portは未開通のことがある。CDP preflightはprocess検知後も/json/versionを確認し、port deadならuser-data-dir分離,FOUND,FOUND,FOUND,no,
L275,dm-signal,共有CDPプロファイルではservice worker/route状態に引きずられ、/compare-summaryへのnavigateが別ページ着地へ化けた。性能計測は専用port+専用user-data-dirの隔離ブラウザで行うと再現,FOUND,FOUND,FOUND,no,
L274,dm-signal,IF production viewer pages を CDP reload 計測する THEN `h1` 固定の待機条件に依存せず、認証壁・封鎖ページ・ページ固有DOM差を含めた ready 判定を持て BECAUSE cmd_852 ,FOUND,FOUND,FOUND,no,
L273,dm-signal,cmd_856で/api/signalsは91PF全件一致だが、/api/monthly-returnsと/api/performanceは15/15PFで不一致。差分は全て2026-03のcurrent monthに限定、2026-02以,FOUND,FOUND,FOUND,yes,
L272,dm-signal,IndexedDB get()のawaitがrequestOnceInternal内に入るとSWRバックグラウンドrevalidationでfetchが呼ばれる前にmicrotask境界が挿入されテストのタイミングアサーションが壊れる。et,FOUND,FOUND,FOUND,yes,
L271,dm-signal,日次→月次precompute置換ではyears>0のcutoffが月途中になるとpartial month parityが崩れる。境界月のみdaily pathを残し以降のfull monthをTickerMonthlyReturnに寄せ,FOUND,FOUND,FOUND,no,
L270,dm-signal,output:exportとSW bypassが揃っていてもportal配下のnavがclick同期でsetIsOpen(false)を打つとLink/router遷移は消される。mobile menuはpathname change後cl,FOUND,FOUND,FOUND,no,
L269,dm-signal,FoF 展開の request-scope cache は DB上の holdings 解決専用に保ち、viewer/admin 差や masking を key に混ぜない方が安全で高速。権限制御は route で visible por,FOUND,FOUND,FOUND,yes,
L268,dm-signal,Render PostgreSQLはメンテナンス/瞬断で接続断が起きる。pool_pre_ping=Trueで生存確認を追加すべき(~1msオーバーヘッド)。uvicorn pre-forkでは各workerが独立in-memoryキャッシ,FOUND,FOUND,FOUND,yes,
L267,dm-signal,etagStoreにetag+dataを保持するとapiCacheと同一データがRAM上に2重存在する。etag文字列だけ保持すれば十分(304時はapiCacheから復元可能)。,FOUND,FOUND,FOUND,no,
L266,dm-signal,global providerのcurrent page prefetchとpage componentのuseEffectが同一APIを二重起動する構成は、pending-request dedupeがあってもeffect起動回数・sta,FOUND,FOUND,FOUND,no,
L265,dm-signal,window.location.hrefへの代入はフルリロードを引き起こす。静的エクスポートでもrouter.push()やLinkコンポーネントでのclient-side routing遷移は正常動作する。ページ遷移0.8-1.5s→0.,FOUND,FOUND,FOUND,no,
L264,dm-signal,benchmark APIはTickerDailyReturn(raw)から月次複利積をPython再計算しているが、TickerMonthlyReturn(precomputed)に同等データ格納済み。precomputed存在時にfas,FOUND,FOUND,FOUND,no,
L263,dm-signal,SWRのstale cacheをIndexedDB永続化しても、ETag/If-None-Matchのvalidatorがメモリにしか無ければhard reload後の再検証は常に200 full payloadへ退化する。データcache,FOUND,FOUND,FOUND,yes,
L262,dm-signal,expand_portfolio_to_tickers()自体がcache引数を受け取れても、呼び出し側がrequest全体で共有しなければ同じcomponent portfolioをFoFごとに再読込する。route層でpreloaded,FOUND,FOUND,FOUND,yes,
L261,dm-signal,事前計算テーブル欠落は性能劣化だけでなく fallback 経路の常時発火を招く。prices>0 && precompute=0 のような矛盾条件は admin 画面の件数表示だけでなく /healthz/deep の degraded ,FOUND,FOUND,FOUND,no,
L260,dm-signal,API が years/months で返却窓を絞っていても、下流の precomputed table query や fallback Price query に境界を渡さないと単一SQLが最大ボトルネック化する。特に annual→m,FOUND,FOUND,FOUND,yes,
L259,dm-signal,N+1最適化でbulk preloadを導入する際、既存テストがmock DBを使用していると bulk preloadの内部クエリ(load_business_days等)がMock上で失敗する。,MISSING,FOUND,FOUND,yes,
L258,dm-signal,cmd_820 kagemaru発見,FOUND,FOUND,FOUND,yes,
L257,dm-signal,monthly_trade APIはresponse_model未指定でraw payload返却。price_movement/calculated_return_open/close/matched_weight/is_pendingは,FOUND,FOUND,FOUND,yes,
L255,dm-signal,monthly-returns APIはticker_monthly_returnsが空になるとfallbackに落ちるが、fallbackがPrice全履歴を読む実装だとquick path(months=12)が即座に無効化される。fa,FOUND,FOUND,FOUND,yes,
L254,dm-signal,expand_portfolio_to_tickers() / get_portfolio_all_tickers() は単体では正しいが、request-scope cache を渡さず loop 内で繰り返すと FoF signal・c,FOUND,FOUND,FOUND,yes,
L253,dm-signal,フレームワーク自体の変更量は管理可能でも、サードパーティ(react-katex等)のReact新版対応不明が最大リスクになる。大バージョンアップ偵察では本体の変更点よりも依存パッケージのpeer dependency対応状況を先に調査すべ,FOUND,FOUND,FOUND,no,
L252,dm-signal,PriceCacheパターン(一括ロード+O(1)参照)はmonthly_trade_calculatorでも適用可能。FoF展開共通関数をloop内で呼ぶ時はsignal_cache/portfolio_cache未注入だとquery s,FOUND,FOUND,FOUND,yes,
L251,dm-signal,frontend の Jest は 30.1.3。旧CLIフラグ `--testPathPattern` は即時エラーになり、 そのままでは AC2 を満たせない。task/手順書に残る旧フラグは `--testPathPatterns`,FOUND,FOUND,FOUND,no,
L250,dm-signal,cmd_791 再レビューで、修正対象2本は更新されていた一方 backend/tests/test_monthly_returns_056_fields.py の xfail pending tests と冒頭 docstring に e,FOUND,FOUND,FOUND,yes,
L249,dm-signal,ローカルbackend/.envのVIEWER_PASSは本番と値がズレる場合がある。偵察やベースライン取得で認証が必要な場合はRender env APIから現行値を確認すべし。またhidden PFはviewer tierで404になる,FOUND,FOUND,FOUND,yes,
L248,dm-signal,SignalsProvider が fresh `/api/signals` 後に常に dashboard用 `mtd + performance(3y/full)` を起動していた。selected PF only に縮退しても rout,FOUND,FOUND,FOUND,yes,
L247,dm-signal,`frontend/hooks/usePrefetch.ts` は選択PFで11本、他PFで10本のAPIを自動発火する。PF数20/50/100で概算203/503/1003 requestsとなり、backend個別最適化を容易に相殺す,FOUND,FOUND,FOUND,no,
L246,dm-signal,monthly_returns_calculatorのmonths引数はレスポンス末尾sliceのみ。precomputed経路の_calculate_ticker_monthly_returns()がTickerMonthlyReturn,FOUND,FOUND,FOUND,no,
L245,dm-signal,compare-summary/deteriorationはSet multi-select、selector/navはscalar single-select。見た目重複だけで巨大hookに統合すると過抽象化。正しい順序: (1)rest,FOUND,FOUND,FOUND,no,
L244,dm-signal,frontend/hooks/usePrefetch.tsは選択PFで11本、他PFで10本のAPIを自動発火。100PFで1003リクエスト。endpoint単体の高速化はこのファンアウトに相殺される。route非依存prefetch(d,FOUND,FOUND,FOUND,no,
L243,dm-signal,今回 `npm run build` は `out/_next/static/media` の ENOTEMPTY で最終失敗したが、その前に `.next/app-build-manifest.json` と `react-loadabl,FOUND,FOUND,FOUND,no,
L242,dm-signal,trade-rule更新後にbusiness_rulesやcalculation-theoryを参照する二次表・引用表が残りやすい。更新対象セクションだけでなく正規データソース階層|Level 0|Level 1|Level 2|calcu,FOUND,FOUND,FOUND,no,
L241,dm-signal,calculate_trade_period_return()が月次複利合成に変更されdel文で旧引数を無視。しかし呼び出し元(trade_performance.py)は依然として不要値を計算して渡している。SSOT関数の内部実装変更時は,FOUND,FOUND,FOUND,no,
L240,dm-signal,Open/Closeのデフォルトを判断する時は、このシステムのデフォルトがOpen-to-OpenでありClose-to-Closeではないことを前提にする。DM-Signalの設計思想としてOpen-to-Openが基準。,FOUND,FOUND,FOUND,no,
L239,dm-signal,Open-to-Open計算を修正する時は、T日Open→T+N日Openという異なる日のOpen同士を結ぶ定義を守る。T日Open→T日CloseはOpen-to-Closeであり、intraday returnなので月次リターンではない,FOUND,FOUND,FOUND,no,
L238,dm-signal,FoF展開のシグナル参照日を修正する時は、当月初営業日(position_start_date)のholding_signalを参照する。前月末日のholding_signalを使うと前回リバランス時点の古い保有を拾ってしまう。,FOUND,FOUND,FOUND,yes,
L237,dm-signal,日次リターンから月次を計算する時は日次複利積 Π(1+r)-1 を使わず、価格比×ウェイトを使う。日次複利積は毎日リバランスを暗黙に仮定するため不正。,MISSING,FOUND,MISSING,no,
L236,dm-signal,リターン計算を修正する時は Return = Σ w_i × (P_end/P_start - 1) を使い、累積インデックスの比をリターンだと解釈してはならない。累積インデックス比ではリバランスを正しく反映できない。,FOUND,FOUND,FOUND,no,
L235,dm-signal,Monthly TradeまたはMonthly Returnsの計算を修正したら、同一年月・同一PFでMonthly Trade ReturnとMonthly Returns Returnが完全一致することを検証する。不一致は2経路のどちら,FOUND,FOUND,FOUND,no,
L234,dm-signal,モメンタム/シグナル判定は常にClose価格を使い、Open価格での判定を禁止する。Open/Close選択を許すのはリターン計算だけで、判定とリターンで価格系列を交差させてはならない。,FOUND,FOUND,FOUND,no,
L233,dm-signal,Open/Closeは独立計算系列として扱い、同一計算パス内でOpen価格とClose価格を混在させるな。混在させるとリターン計算が数学的に不正になる。,FOUND,FOUND,MISSING,no,
L232,dm-signal,holding_signalの更新タイミングはStep0（パフォーマンス計算前）で行われ、last_generated_signals（前月末の生signal）をcurrent_holding_signalsに反映する。月中のsignal変,FOUND,FOUND,FOUND,yes,
L231,dm-signal,DM-Signal では `useAdminPage.ts` と `signals-context.tsx` が browser API・localStorage・network orchestration を抱える一方、hooks 配下テ,FOUND,FOUND,FOUND,yes,
L230,dm-signal,frontend/lib/api-cache.tsはbrowser環境でcleanup setIntervalを開始する。jsdom unit testがapi-client/admin-auth経由でこれをimportするとopen ha,FOUND,FOUND,FOUND,no,
L229,dm-signal,IndexedDB 永続 cache を持つ request 層で cache hit 時 short-circuit return している場合、 `clearSignalsCache()` を消すだけでは stale-while-rev,FOUND,FOUND,FOUND,yes,
L228,dm-signal,FE api-client.tsはresponse.ok(200-299のみtrue)で成功判定しており、304 Not Modifiedがエラー扱いされる。If-None-Matchヘッダも未送信。BE側の既存ETag実装3件(annua,FOUND,FOUND,FOUND,no,
L227,dm-signal,DM-Signal frontend では admin session truth を `admin_session_active` に投影しているが、public side の複数 consumer がその同期flagだけで admin ,FOUND,FOUND,FOUND,no,
L226,dm-signal,`useAdminAuth()` / `useAdminPage()` 利用ページでは、`isAuthenticated` 初期値が false のため、 mount 直後に `isCheckingAuth` を先に捌かないと sessio,FOUND,FOUND,FOUND,no,
L224,dm-signal,kirimaru発見。api singleton の pendingRequests を beforeEach で明示クリアし、waitFor で観測すべき。,FOUND,FOUND,FOUND,no,
L223,dm-signal,DM-Signalのbackend/.envにはそのままsourceすると副作用を起こす行がある。ADMIN_USER/ADMIN_PASSのような必要キーだけ grep '^KEY=' | cut -d= -f2- で抜く方式が安全。li,FOUND,FOUND,FOUND,yes,
L222,dm-signal,"statistics.median/meanはfloatを返すため、JSON経由でshellに渡す際にint()変換が必要。 bash [ ""$var"" -le N ] は整数文字列のみ受理。""1000.0""でエラーになる。",FOUND,FOUND,FOUND,no,
L221,dm-signal,frontend の遷移導線が `window.location.href` ベースのままなら、見かけ上のページ切替でも reload 副作用が混ざる。 benchmark では `warm`(hard reload) と `spa`(si,FOUND,FOUND,MISSING,no,
L220,dm-signal,require_pf_name=Trueだけでなくspinner閾値をcold計測用に緩和するか、計測開始前にバックエンドAPIウォームアップ(performance/metricsエンドポイントpre-call)追加が必要,FOUND,FOUND,FOUND,no,
L219,dm-signal,Render Static -> Vercel/Cloudflare/Netlify への frontend-only 移行は、deploy体験・preview・将来SSRの足場には効く。 しかし DM-signal 現況では `/api/,FOUND,FOUND,FOUND,yes,
L218,dm-signal,context/dm-signal-frontend.md §8では「SPA遷移化完了(cmd_647/650)」と記載されているが、 sidebar.tsx L195; dropdown-menu.tsx L55; page-naviga,FOUND,FOUND,FOUND,no,
L217,dm-signal,`SignalsContext.loadSignals()` 成功直後に `prefetchAll()` を無条件起動すると、 入口の `/api/signals` 自体が軽量でも、その後段で `other PF × 10 API` の f,FOUND,FOUND,FOUND,yes,
L216,dm-signal,cmd_719 の context_files は /mnt/c/Python_app/DM-signal/frontend/next.config.js を指していたが実体は next.config.mjs。偵察開始時の参照失敗を防ぐため,FOUND,FOUND,FOUND,yes,
L215,dm-signal,DM-signalのviewer passwordはRender側で月次更新され、repo内backend/.envはstaleになり得る。CDP自動認証でlocal fileを先に試すと401を重ねてrate limitに達しうるため、p,FOUND,FOUND,FOUND,yes,
L214,dm-signal,`localhost:3000` や static export 配信先で CDP 計測を始めても、実 DOM が 「只今、城の修繕中にございます」の障害画面なら timing は無意味になる。,FOUND,FOUND,MISSING,no,
L213,dm-signal,DM-signal本番の公開ページ検証は、先に/api/auth/verify-viewerでviewer session+dm_viewer_tokenを確立してからCDP計測すべき。未認証状態ではDashboard shellだけ描画さ,FOUND,FOUND,FOUND,yes,
L212,dm-signal,IF: CDP性能計測を実施する時 THEN: wall-clock計測前にbody text/ready state/auth modalの3点を確認し、正常画面でない場合は即座に前提不足として返せ (BECAUSE: 障害画面やフォール,FOUND,FOUND,FOUND,no,
L211,dm-signal,IF: DM-signal本番でCDP性能計測する時 THEN: 先に/api/auth/verify-viewerでviewer session+dm_viewer_tokenを確立してからCDP計測せよ (BECAUSE: 未認証状態で,FOUND,FOUND,FOUND,yes,
L210,dm-signal,CDP Runtime.evaluateのawaitPromise=trueで長時間(>30s)の非同期JS実行は、PowerShell WebSocket経由だと空応答になる。fire-and-forget(同期eval)でJSを起動し、,FOUND,FOUND,FOUND,no,
L209,dm-signal,Sidebar が `window.location.href` を使う構成では、見かけ上「ページ遷移」でも root layout が再マウントされ、 `/api/signals` 再取得と `prefetchAll()` 再起動が混入す,FOUND,FOUND,FOUND,yes,
L208,dm-signal,`docs/future-01/004` §11.1 では Tier1即時=Dashboard必須5API、Tier1 Extra=他ページ用4API に分離済みだった。 しかし現行 `frontend/hooks/usePrefetch.,FOUND,FOUND,FOUND,no,
L207,dm-signal,cmd_668でusePrefetch.tsへyears=0を追加しても、本番PF切替9.3-9.7秒、ページ遷移9.3-9.5秒。キャッシュキー不一致修正だけではSemaphore競合残存でUX改善されず。性能改善は修正直後の本番実測で再,FOUND,FOUND,FOUND,no,
L206,dm-signal,prefetchと消費側でAPIパラメータ(years等)が一致しないとキャッシュが永久ミスする。 usePrefetch.ts: years=3;20 vs dashboard: years=3;0 → years=0は常にネットワークフ,FOUND,FOUND,FOUND,no,
L205,dm-signal,cmd_645(Content-Type書き換え)とcmd_646(API SWRキャッシュ)は同じsw.jsへの変更。統合実装で1回のSW更新により「SPA遷移復活」+「全ページ瞬間表示」の両方を実現できる。個別に実装すると2回のSW更新,FOUND,FOUND,FOUND,no,
L204,dm-signal,selected PF や folder filter のような小さなUI stateは localStorage で十分だが、 multi-year 時系列APIレスポンスまで同じ層へ載せると容量不足と同期ブロックを招く。,FOUND,FOUND,FOUND,yes,
L203,dm-signal,現行sw.jsはL75-79で/api/*リクエストを完全バイパスしている。 このため、APIレスポンスはSW Cache APIに保存されず、,FOUND,FOUND,FOUND,no,
L202,dm-signal,Render公式docsの例では/*.cssと/**/*.cssが併記されており、**だけではroot直下を包含しない。Static ExportのRSC payloadをindex.txtで配信する構成では、/*.txtと/**/*.tx,FOUND,FOUND,FOUND,yes,
L201,dm-signal,useEffect([closeMenu; isOpen; pathname])でisOpenが依存にあると、メニューを開く操作(isOpen: false→true)でもeffectが発火しcloseMenu()が即実行される。pathn,FOUND,FOUND,FOUND,no,
L200,dm-signal,createPortal配下のメニュー項目をnext/link化する際、onClickでsetIsOpen(false)を即実行するとLink要素がDOMから消え、内部の非同期navigationが完了前に中断される。closeはpathn,FOUND,FOUND,FOUND,no,
L199,dm-signal,npm run buildがENOENT pages-manifest.jsonで落ちても即コード回帰と決めつけず.next生成物を掃除して再buildすべき。revert差分とは無関係に.nextを空にした再実行で成功することがある,FOUND,FOUND,FOUND,no,
L198,dm-signal,App Router export本番のLink/router.pushは/{route}/index.txt?_rsc=...をfetchする。custom SWがこの経路を一般fetchと同列に扱うとstale worker/cache,FOUND,FOUND,FOUND,yes,
L197,dm-signal,Next.js App Router + Static Export(output:export)のSPA遷移は/{route}/index.txt?_rsc=hashへのfetchに100%依存。ホスティングがtext/plainで返しリ,FOUND,FOUND,FOUND,yes,
L196,dm-signal,同一ページ内query更新のrouter.push実績はページ間遷移の直接証拠にならない。一方Next.js公式がStatic Export+next/linkのclient-side navigationを明示しているなら、局所実装の限定,FOUND,FOUND,FOUND,no,
L195,dm-signal,Next.js Static Export(output:'export')はRSC Payloadをindex.txtとして静的生成する。「サーバーがないからRSC Payloadがない」という推論は誤り。フレームワークの挙動について原理,FOUND,FOUND,FOUND,no,
L194,dm-signal,WSL2環境ではpython3-venvが未インストールの場合テスト実行が完全にブロックされる。棚卸し時にpytest実行を前提とするなら環境確認を事前チェックに含めるべき,MISSING,FOUND,FOUND,no,
L193,dm-signal,"cmd_618 レビューで `frontend/lib/faq-content.ts:96;708` に admin panel/管理画面説明が残り AC15 を落とした。公開向けFAQ/Docsの最終確認では `rg -n ""admin ",FOUND,FOUND,FOUND,no,
L192,dm-signal,表示分岐で runtime 上は安全でも、union key を広げた直後の `row.metrics[key]` のような添字アクセスは TypeScript で破綻する。列追加レビューでは `tsc --noEmit` を必須にして c,FOUND,FOUND,FOUND,no,
L191,dm-signal,表示分岐でruntime上は安全でも、union key を広げた直後の row.metrics[key] のような添字アクセスは TypeScript で破綻する。列追加レビューでは tsc --noEmit を必須にして compile,FOUND,FOUND,FOUND,no,
L190,dm-signal,IF analytics tier集計でadminをtrack時にNULL化していたため、summary側でadmin/unauthenticatedを分離できなかった時 THEN analytics tier集計でadminをtrack時,FOUND,FOUND,FOUND,no,
L189,dm-signal,IF ナビ順序や表示対象を複数ファイルで個別定義すると、1箇所更新時に他所が追従せず差分ドリフトが起きる時 THEN ナビ順序や表示対象を複数ファイルで個別定義すると、1箇所更新時に他所が追従せず差分ドリフトが起きる ナビ順序や表示対象を複,FOUND,FOUND,FOUND,no,
L188,dm-signal,IF ページ間遷移がwindow.location.hrefだとSPA状態が毎回破棄されるため、永続化要件にはlocalStorageまたはURLパラメータを併用する設計が必要時 THEN ページ間遷移がwindow.location.hr,FOUND,FOUND,FOUND,no,
L187,dm-signal,IF compare関数単体でnull末尾でも、desc時の符号反転で順序が逆転し得る時 THEN compare関数単体でnull末尾でも、desc時の符号反転で順序が逆転し得る compare関数単体でnull末尾でも、desc時の符号,FOUND,FOUND,FOUND,no,
L186,dm-signal,IF 本件は3/5を比較軸にしたがMAX(date)が3/4だったため変動有無とデータ未投入を分離できた時 THEN 本件は3/5を比較軸にしたがMAX(date)が3/4だったため変動有無とデータ未投入を分離できた 本件は3/5を比較軸に,FOUND,FOUND,FOUND,no,
L185,dm-signal,IF 今回のUI改修では列の追加・削除・mobile可視制御・sort定義をCOLUMNS/ColumnKey/getSortValueで一貫管理したことで、差分漏れなく一括更新できた時 THEN 今回のUI改修では列の追加・削除・mobi,FOUND,FOUND,FOUND,no,
L184,dm-signal,IF 6ラベルの条件を1行1条件で表にしたことで、backend classify_labelの閾値(0.70/0.80/0.85)との照合が容易になり、レビュー時の見落としを減らせた時 THEN 6ラベルの条件を1行1条件で表にしたことで,FOUND,FOUND,FOUND,no,
L183,dm-signal,compare-summaryとdeteriorationでselectedFolderIds+toggleFolder+All/Clear実装を揃えたことで、ページ間挙動差分の検証が最小化できた。,FOUND,FOUND,FOUND,no,
L182,dm-signal,FolderFilterChipコンポーネントがcompare-summary/page.tsxとdeterioration/page.tsxで完全重複(同一コード)。共通コンポーネント(@/components/folder-filter,FOUND,FOUND,FOUND,no,
L181,dm-signal,IF api.getDeteriorationList()のレスポンスにfolder_idが含まれない時 THEN api.getDeteriorationList()のレスポンスにfolder_idが含まれない api.getDeteri,FOUND,FOUND,FOUND,yes,
L180,dm-signal,IF render.yamlで新規cronジョブ追加時、envVarsのsync:false(シークレット)はIaCで自動反映されずRenderダッシュボードで手動設定が必要時 THEN render.yamlで新規cronジョブ追加時、e,FOUND,FOUND,FOUND,yes,
L179,dm-signal,IF 新機能のサービス層でscipy等の外部ライブラリを使用する場合、パイロット版（ローカル環境）では仮想環境にpip installされていても、本番デプロイ用のrequirements.txtに追記し忘れることがある時 THEN 新機能,FOUND,FOUND,FOUND,no,
L178,dm-signal,Render本番のAPI障害では、`/openapi.json`で対象path有無を最初に確認すると、認証・CORS・DB要因より先に『デプロイドリフト/未反映』を即断できる。,FOUND,FOUND,FOUND,yes,
L177,dm-signal,IF FastAPI系の404では本番/openapi.jsonに当該pathが存在するか先に見ると、コード不具合ではなくデプロイドリフトを短時間で確定できる時 THEN FastAPI系の404では本番/openapi.jsonに当該pa,FOUND,FOUND,MISSING,yes,
L176,dm-signal,IF Trendの同一ラベル分岐(±0.05)はcurrent p12だけでは判定不能時 THEN Trendの同一ラベル分岐(±0.05)はcurrent p12だけでは判定不能 Trendの同一ラベル分岐(±0.05)はcurrent ,FOUND,FOUND,FOUND,no,
L175,dm-signal,IF パイロット版→本番移植のパリティ検証では、(1)定数値の完全一致(2)関数シグネチャの一致(3)アルゴリズムロジックの行単位比較の3層確認が有効時 THEN パイロット版→本番移植のパリティ検証では、(1)定数値の完全一致(2)関数シ,FOUND,FOUND,MISSING,no,
L174,dm-signal,IF portfolio_idごとにMAX(year_month)（as_of未満）を先に求めるサブクエリを作り、時 THEN `portfolio_id`ごとに`MAX(year_month)`（as_of未満）を先に求めるサブクエリを作,FOUND,FOUND,FOUND,yes,
L173,dm-signal,IF DB層とコア計算を分離して移植対象を明確化すると、パリティ検証も関数単位で網羅できる時 THEN DB層とコア計算を分離して移植対象を明確化すると、パリティ検証も関数単位で網羅できる DB層とコア計算を分離して移植対象を明確化すると、,FOUND,FOUND,FOUND,yes,
L172,dm-signal,IF migrationで「新規作成分岐」と「既存追設分岐」を分ける場合、時 THEN migrationで「新規作成分岐」と「既存追設分岐」を分ける場合、 migrationで「新規作成分岐」と「既存追設分岐」を分ける場合、,MISSING,FOUND,MISSING,no,
L171,dm-signal,IF PostgreSQL固有のINSERT ON CONFLICTより、SQLAlchemyのdb.merge()がORM UPSERTとして簡潔で保守性が高い時 THEN PostgreSQL固有のINSERT ON CONFLICTよ,FOUND,FOUND,FOUND,yes,
L170,dm-signal,IF ドキュメント補完レビューではまずgit diffで変更スコープを固定し次に仕様書の節番号で照合すると網羅性不足と矛盾を短時間で検出できる時 THEN ドキュメント補完レビューではまずgit diffで変更スコープを固定し次に仕様書の節,FOUND,FOUND,FOUND,no,
L169,dm-signal,IF A/B/C/Dを先に固定し、各行に仕様書の章参照を付与すると、追記の網羅性確認と矛盾検出が高速化する時 THEN A/B/C/Dを先に固定し、各行に仕様書の章参照を付与すると、追記の網羅性確認と矛盾検出が高速化する A/B/C/Dを先,FOUND,FOUND,FOUND,no,
L168,dm-signal,今回、module参照の有無（importベース）とメソッド呼び出し有無（api.<method>ベース）を分けて集計したことで、 `testAuth` のような実使用関数を誤って未使用扱いする誤判定を防げた。,FOUND,FOUND,FOUND,no,
L167,dm-signal,IF 今回、python.exe実行ログでは日本語PF名が文字化けしたが、CSV実体のfund列は正常だった時 THEN 今回、python.exe実行ログでは日本語PF名が文字化けしたが、CSV実体のfund列は正常だった 今回、pyth,FOUND,FOUND,FOUND,no,
L166,dm-signal,K=120;n=12ではE[d_roll]が約-66sで飽和し、遅い劣化（年率1-2%/year低下）はP_det上昇が限定的。固定アンカー差分やμ_longトレンドを副指標として併記しないと『long基準の沈み』を見逃しやすい。,MISSING,MISSING,FOUND,no,
L165,dm-signal,P(deterioration)でローリングlong基準（K=120）を使うと、 期待差分 E[d] = β·(n+K)/2 が時間に依存しない定数になる。,FOUND,FOUND,FOUND,no,
L164,dm-signal,IF 今回、_deprecated移動後の復元容易性(AC7)は差分ゼロ主張だけでは弱い時 THEN 今回、_deprecated移動後の復元容易性(AC7)は差分ゼロ主張だけでは弱い 今回、_deprecated移動後の復元容易性(AC7,FOUND,FOUND,FOUND,no,
L163,dm-signal,IF ルートディスコンを実施する時 THEN 復活手順（最小）: 復活手順（最小）:,FOUND,MISSING,MISSING,no,
L162,dm-signal,Next.js filesystem routing + output='export' 構成では、削除より差し替えが安全。/ を触ると nav( sidebar/mobile )・PORTFOLIO_PARAM_PAGES・visibil,FOUND,FOUND,FOUND,yes,
L161,dm-signal,frontend-discon,FOUND,FOUND,FOUND,no,
L160,dm-signal,IF architecture時 THEN architecture architecture,FOUND,FOUND,FOUND,yes,
L159,dm-signal,IF layout最上位でProviderが全ページをラップしている構造では、ページ個別実装よりProviderでの条件分岐が最小差分で安全時 THEN layout最上位でProviderが全ページをラップしている構造では、ページ個別実装,MISSING,FOUND,MISSING,yes,
L158,dm-signal,python3環境にpytestが無くても、Windows形式venvがある場合は .venv/Scripts/python.exe -m pytest で検証可能。preflightでvenv形式を先に判定すると詰まりを回避できる。,FOUND,FOUND,FOUND,no,
L157,dm-signal,IF _get_pending_month で当月/翌月の候補化前に is_rebalance_month(trigger; month) をかけることで、quarterly/bimonthly での不要な pending 判定呼び出しを防,FOUND,FOUND,FOUND,no,
L156,dm-signal,IF /api/signals: as_of=DBの最新Signal.date(市場最新日基準)時 THEN /api/signals: as_of=DBの最新Signal.date(市場最新日基準) /api/signals: as_of,FOUND,FOUND,FOUND,yes,
L155,dm-signal,_check_pending_for_month()と_create_pending_entry()の両方でget_last_rebalance_month_end_business(db; monthly; ...)とrebalance_,FOUND,FOUND,FOUND,yes,
L154,dm-signal,IF monthly/annualはbalance、rolling summaryはaverage/high/lowでbenchmark側だけclose固定漏れが起きやすい時 THEN monthly/annualはbalance、roll,FOUND,FOUND,FOUND,no,
L153,dm-signal,IF standardのpending判定をtrigger共通で計算し、その結果をFoFへ集約すると、月次専用分岐やFoF固定False由来の不整合を同時に解消できる時 THEN standardのpending判定をtrigger共通で計,FOUND,FOUND,FOUND,yes,
L152,dm-signal,今回、変更対象の回帰テストはPASSした一方で、既存lint/tsc基盤エラーが残っており全量PASS判定を阻害した。今後はAC4に『対象テスト』と『全体静的検証』の別判定を明文化すると再判定コストを下げられる。,FOUND,FOUND,FOUND,no,
